,Headline,url,text_responses
256,Alabama mall shooting: Police admit they killed innocent black man by mistake as true Thanksgiving gunman remains at large,anonymous-source/all_shooting_images_newest/110505.jpg,"[{'emotion': 'Disgust', 'intensity': '5', 'reason': 'Things like this happen all the time to black people.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""I think the police's action was really bad ""}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'Policemen apologize for killing a human life.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'I am outraged by this gratuitous racial discrimination and intentional injury.'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'when is it necessary to kill an innocent person because of their color.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""it's scary to hear them admit to killing innocent people because it shows how big the problem is, especially considering the racially motivated aspect.""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'shows how broken the system is.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'I feel angry to read about how police is hurting innocent black American. '}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'Things like this happen super often and police are so careless and ignorant when it comes to treating black people. The police are dangerous and do more harm than good sometimes.'}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""It's very upsetting that an innocent black man's life was taken because of racial bias in police forces, and the actual shooter got away.""}]"
258,"Kanye West donates $150,000 to family of black security guard killed by police after stopping gunman: report | TheHill",anonymous-source/all_shooting_images_newest/110137.jpg,"[{'emotion': 'Contentment', 'intensity': '5', 'reason': 'Happy to see his family being supported after their loss.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""I feel so bad about the black security guard's experience ""}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'A public figure is making an effort to support the family in needed.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I agree with the view that guns are easily obtained and that this problem creates a social security problem.'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'it is a very wholesome act to give a hand to those in need.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'nobody should have to receive money in exchange for the loss of a person.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'shows how he cares for the cause.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""It's not a lot of money for him. But I still feel respected to him.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Sad that this man was killed, but nice that West donated money.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""It's sad that the man who stopped the killer was killed by the police, but it also makes me happy that the family was supported by a celebrity and most likely their community.""}]"
261,"Donald Trump Addresses Florida Shooting, Rejects Response That Just  Makes Us Feel Better ",anonymous-source/all_shooting_images_newest/10765.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'Im happy that Trump addressed the shooting and is paying respect to those who were killed or hurt.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I am content because of his attitudes '}, {'emotion': 'Disgust', 'intensity': '1', 'reason': ""I don't care what this man has to say""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Donald Trump denies all responsibility and the issue at large'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Donald Trump rejects responses that just make us feel better.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'At least the Country wants to do something against gun violence'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'i genuinely dont understand what hes rejecting. '}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'This sounds so fake, they have to solve the real problem!!'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Trump should be responsible for this. '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'a supportive response was the least he could do.'}]"
270, The World Moves On And You Don t.  Parents Who Lost Children in School Shootings Find Comfort in a Group No One Wants to Join,anonymous-source/all_shooting_images_newest/110437.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'Its sad to think of the pain that parents face after their children are killed'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Narratives make me empathy'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad to lose a kid'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'Such tragedy bringing people together makes me grateful for what I have'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Those parents are so pitiful. I can't imagine what they feel.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""gun violence not only took people's lives but also ruin their family's life""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""These parents have to live the rest of their lives knowing their child barely made it past middle school because of America's lack of gun control. I know someone who lost their child in the Sandy Hook shooting. She has since dedicated her life to creating a charity in memory of her daughter. It gives me goosebumps just thinking about how difficult it must be for them to live out their lives each day without the person they brought into the world. This title is very moving, it is sad, but it makes you think about what it must be like to be them. ""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It will aggravate people's anxiety about gun violence.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's really sad to read news about parents lost their kids in gun violence.""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'people are not empathetic enough towards this.'}]"
282,"Sen. Nybo urges Gov. Rauner to sign SB 337, gun dealer licensure bill",anonymous-source/all_shooting_images_newest/90347.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'Maybe many people will die one day because of this.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'not much to say'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'A licensure bill may be helpful in gun control.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Don't understand what this news what to talk about""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Don't understand what this news what to talk about""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Im a little unsure what the bill exactly does so im not sure how i feel on it '}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""I'm not entirely sure what this headline means, but hopefully it regulates who can own and purchase a gun""}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'do not understand'}, {'emotion': 'Excitement', 'intensity': '1', 'reason': 'gun dealers should probably have better licensing and regulation'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""It's great to have law that controls gun in the market so that people would feel safer.""}]"
286,"When the Second Amendment threatens the First, mass shootings are more likely",anonymous-source/all_shooting_images_newest/10155.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': ""It will aggravate people's anxiety about the proliferation of guns.""}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'taken aback'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I am afraid of mass shootings.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'You always can tell which person will become shooter because they usually looks like normal person'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'You always can tell which person will become shooter because they usually looks like normal person'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the harsh reality is that so many young students are losing their ability to speak their mind by getting killed'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It's sad because it's the unfortunate truth""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ""this doesn't really make any sense to me""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Mass shooting should be avoided at all cost because people have families.'}]"
290,Looking back at the Las Vegas mass shooting Photos,anonymous-source/all_shooting_images_newest/100284.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'Death is terrifying for normal people.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'guns are sketchy'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I am afraid of seeing these photos.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Willing to hear about the victim tell about the story and I can imagine the tragic situation'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Willing to hear about the victim tell about the story and I can imagine the tragic situation'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Im angry because the way the headline is phrased makes you believe that the bigger problem itself has been solved and in reality its far from being so. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""this is a sad memory that many people don't want to be reminded of""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'the photos are so traumatic and there was such a tragic loss of life'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I can not image being in their position. It must be a helpless and hopeless feeling.'}]"
291,Bloomberg's claims on gun control fail to match the facts,anonymous-source/all_shooting_images_newest/10624.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': ""It will aggravate people's anxiety about the proliferation of guns.""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'not sure'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'His claims did not match the facts.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""Don't know what Trump‘s current position is""}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""Don't know what Trump‘s current position is""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I think sometimes the media focus on the wrong issues. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""politicians have ideas that often times don't match up with reality""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'the owner of a major news outlet is not stating factual information to serve a political agenda'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'Even huge media outlet would make up claims to support their position and this is irresponsible.'}]"
292,Santa Fe High School Shooting Victim s Mother Confronts Ted Cruz at Town Hall:  Don t Disrespect My Daughter ,anonymous-source/all_shooting_images_newest/90369.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel so sorry for the victims...'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it was sad'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""Her mother is pitiful. I can't imagine how does she feel.""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Don't understand the meaning of this news""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Don't understand the meaning of this news""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Its heartbreaking to see the ripple effect school shootings have not only on the students but the parents and guardians who won't be able to see their children again. ""}, {'emotion': 'Awe', 'intensity': '4', 'reason': ""It's a sad topic but it's also powerful to see loved ones stand up for victims""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'its sad that Ted Cruz is a big proponent of anti gun legislation even after these experiences.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'a mother feels that her dead daughter is being disrespected at Town Hall, a place for serious discussion.'}]"
299,Hate crime considered in Kentucky grocery shooting,anonymous-source/all_shooting_images_newest/100087.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'The headline shows the link between gun violoence and hate crime.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'I could also be the victim of a hate crime'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'is it proper?'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I feel a wave of fear in my body since that could happen anywhere and no place seemed like safe.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'The negative effects of the shootings were appalling'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'This should not be allowed in a grocery store.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there is no space for hate crimes in our country and this behavior should be abolished. '}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""It's an increasingly common crime that seems to have become desensitized""}]"
300,Tense moments as community meets after funeral ambush: 'Your church has had many shootings',anonymous-source/all_shooting_images_newest/100135.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'It shows that this is not a random act. It’s more likely to be premeditated.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'even places that seem off limits like a church or a funeral home are now becoming subject to gun violence'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'why say so?'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I feel a wave of fear in my body since that could happen anywhere and no place seemed like safe.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'The negative effects of the shootings were appalling'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Why do people keep shooting in churches? What is the point?'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'mass shootings are happening far too frequently in this country and we need to put an end to it. '}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'The increase in discrimination makes it seems unsurprising'}]"
302,California governor signs gun control bills into law,anonymous-source/all_shooting_images_newest/90335.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'I feel that the new law may create a safer environment.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Excitement', 'intensity': '1', 'reason': 'depending on the exact bill, more regulation for firearms is probably a good thing'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'good to limit guns'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': ""new restrictions may make it difficult for guns to end up in wrong people's hand""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Gun's issue deserves more attention""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Guns need to be regulated so that people can have a sense of safety.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'this is a great start but still not enough because are these bills actually going to stop mass killings in the United States. '}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'Finally more action being taken.'}]"
303,NYPD deploys officers to religious centers after Pittsburgh shooting,anonymous-source/all_shooting_images_newest/100420.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It implies that shooting caused injuries.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'different religious organizations feel under attack and need extra protection. '}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'good strategy'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""visiting a religious place shouldn't feel unsafe""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Gun's issue deserves more attention""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'As I said before, why do people keep shooting at religious places of worship?'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'will the police be effective in curtailing this crime as the police bureaucracy is also a thing to be questioned. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Unsurprising, but still sad to hear that is now needed.'}]"
323,Officials across the country fear a new era of untraceable firearms,anonymous-source/all_shooting_images_newest/21.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'sounds dangerous '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'its completely changable but no capitalism fucks all of us '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'The last thing we need is untraceable firearms when we are already struggling as-is. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'That even government officials are worried proves that the problem is indeed serious.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""it would be a threat to people's safety and I don't want it to be true""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""It's scary that officials are even scared about untraceable firearms. It makes me sad that we are left helpless in solving this problem of gun violence.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Gun violence in the US is already so prevalent, something like this will probably make a difference but not by that much.'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'Weapons need to be traceable'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Untraceable firearms mean untraceable crimes. '}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'it is scary if we cannot trace firearms.'}]"
324,Small gun shop that sold weapon to alleged Florida high school shooter 'closes indefinitely',anonymous-source/all_shooting_images_newest/10087.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'sounds dangerous '}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'good it deserves to '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'How easy it is to get around American gun laws '}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'It is not appropriate for high school students to own their guns, so it is right not to sell them .'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'the small gun shop deserves it'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'It makes me happy that less people are going to be able to purchase guns, this could save lives.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Angry that they sold this weapon but neutral because they should've closed and it's good that they did. ""}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Less gun shops should be open.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'whether gun shops should exist is also a problem under debate.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'this gun shop may be innocent '}]"
325,Republican who called Florida shooting survivor a 'skinhead lesbian' quits Maine race,anonymous-source/all_shooting_images_newest/10514.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': 'wrong words to be spoken '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'A) that dude is disgusting B) good he shouldnt be a part of society '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'That is an incredibly offensive statement and they should remove themselves from the public eye for that reason '}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'He has no sympathy for the victims, so quitting is a good choice.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'this Republican used very vulgar and disrespectful words.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""I'm happy that they wait the race, but it's disgusting that someone would call someone that, especially if they just survived a mass shooting.""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""The Republicans's comment was super unprofessional and rude and shows that they lack character as a human being.""}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'He was the scum of the earth.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'this is a sexist, homophobic, and discriminatory comment.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'it is good to hear that someone with discrimination quits Maine race'}]"
327,"Alabama elementary school student brings gun to school, shoots himself in hand: police",anonymous-source/all_shooting_images_newest/90146.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'sad story'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'wow. guns really dont help do they, that poor child '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'How did this happen? Why was this able to happen? Alabama should be annexed. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'It is a horror that elementary school children can have handguns and carry them to school.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""I can't understand that any parent would let their child in elementary school carry a gun with them.""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""It's very scary that a young elementary student could bring a gun to school, but it's also sad that could happen.""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""Something like this should not be happening in an elementary school. It's extremely upsetting that a child would have access to a gun, let alone kill himself with one.""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""Guns shouldn't be so easily accessible.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Primary school children should not be near weaponry at all, let alone bringing it to school.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is sorry to hear that this poor kid shoots himself in hand, it must be painful.'}]"
336,Police: Pittsburgh synagogue gunman said 'I just want to kill Jews',anonymous-source/all_shooting_images_newest/100401.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': ""a powerful quote that stimulates readers' emotions. feeling angry ""}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'so antisemitism it is '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'Where is he getting these ideas? And how pervasive is this ideology today? '}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'I am outraged by this gratuitous racial discrimination and intentional injury.'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'he was a racist and because of his discrimination, he killed people with a gun.'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""It's disgusting that someone could be antisementic, and then it's also gross that someone would want to kill a bunch of people.""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""It's really upsetting that someone would have so much hate for others based on their religion.""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'Terrible human being.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'The blunt hatred is so ignorant that it drives a man to kill people.'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'racism should not be forgiven.'}]"
337,Parkland survivor details her experience during shooting at Kavanaugh hearing,anonymous-source/all_shooting_images_newest/90149.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'painful memory for victim '}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'thats very brave of her and she shouldnt have to to make a point'}, {'emotion': 'Awe', 'intensity': '5', 'reason': 'That is a brave thing to do, gives me hope '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel sad for the victim.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'this must not be easy for the survivors'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It's sad that people within our government can be elected and not show empathy to people who have been affected by gun violence, and they stand for gun rights.""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Sad that someone has to go through their trauma like this. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Had terrible experience.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Every time the survivor recounts her experience is like reliving the worst memory of her life again and again.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it must be painful to recall these memories'}]"
338,"Country Star Jason Aldean Wades Into Gun Control Debate, Says Weapons Are 'Too Easy to Get'",anonymous-source/all_shooting_images_newest/10836.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'agree on the quote '}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'yes yes they are'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Happy to see those with influence over conservatives making sense '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I agree with the view that guns are easily obtained and that this problem creates a social security problem.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'an influencer support gun restrictions, which can be very helpful in changing public perceptions on gun laws.'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'this shows that people are trying to make change, and do something about gun control. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Scared because it's super true.""}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'I agree.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'He is telling the truth of America.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'this person expresses some opinions that I agree on.'}]"
339,"Exclusive: Group chat messages show school shooter obsessed with race, violence and guns",anonymous-source/all_shooting_images_newest/10156.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': ""it's scary to see how obsessive one can become when planning to become a school shooter""}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'its disgusting that people think this way'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'gun violence gives racists a way to eliminate the groups they are prejudiced against'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy.'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'Their obsession with certain topics combined with school shootings makes me feel disgusted.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'there is red flags that people could have seen to help prevent the issue'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""I'm Asian, and I'm afraid of being shot by someone at school.""}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""he's such a hateful person""}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'It could have been prevented'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'this person seems dangerous and hateful.'}]"
343,Florida lawmakers pass bill that would allow school staff to carry guns,anonymous-source/all_shooting_images_newest/10093.jpg,"[{'emotion': 'Disgust', 'intensity': '5', 'reason': ""It's more unsafe for them to carry weapons as they can use them when not necessary and the kids have an easy chance of getting it in their possession ""}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'i do not envision this ending well'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'imagine being in school and your teachers having guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""It's like a shoot out can take place anytime anywhere in Florida""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""teachers shouldn't need to carry, and does the addition of weapons to the class create the possibility for dangerous accidents ""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'The fact that gun is allow on campus makes me fear.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I think people are very split on this subject'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'This could help stop school shooters'}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""I don't think educators should be allowed to carry weapons at school; they could potentially abuse that power.""}]"
344,California already had the strictest gun control laws in the nation. They just passed a bunch more,anonymous-source/all_shooting_images_newest/100027.jpg,"[{'emotion': 'Contentment', 'intensity': '5', 'reason': 'I am completely on board with passing more laws to help save more lives'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'change is happening'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'California is making the right steps towards a safer society'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Compared to the last headline, this one makes me feel safer'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'this is what I expect from California as a state'}, {'emotion': 'Amusement', 'intensity': '5', 'reason': 'The more gun controls the better.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""lawmakers are making all these gun laws, but they don't work. I agree with background checks of course, but not the gun free zones. ""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'It does not affect me'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'with more gun laws, I fee like California will be safer.'}]"
345,"After A Call To Action From Student Emma Gonzalez, Florida Activists Take On Gun Laws",anonymous-source/all_shooting_images_newest/10369.jpg,"[{'emotion': 'Contentment', 'intensity': '5', 'reason': ""it's good to see people taking action""}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'change is occuring'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'I believe there is hope for our society when I read things like this'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'Because there are people who care about gun control and public safety deeply.'}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'it seems like change is coming in Florida'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'they took action on gun controls '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'they are looking into ways to stop these shootings. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'she has the right to do that'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'the younger generation is speaking out about gun violence.'}]"
