,Headline,url,textimage_responses
684,"Guns send 8,300 kids to hospitals each year, study finds",anonymous-source/all_shooting_images_newest/100264.jpg,"[{'emotion': 'Sadness', 'intensity': '5', 'reason': ""this is devastating to learn because kids should never have to suffer through this all because adults can't make decisions on how best to handle this issue."", 'url': 'anonymous-source/all_shooting_images_newest/100264.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'children should be protect', 'url': 'anonymous-source/all_shooting_images_newest/100264.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""I don't know if I or my friend would be hurt. "", 'url': 'anonymous-source/all_shooting_images_newest/100264.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'The title makes me so sad, but the picture is not appropriate from my point of view', 'url': 'anonymous-source/all_shooting_images_newest/100264.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'kids are under high risks of gun violence.', 'url': 'anonymous-source/all_shooting_images_newest/100264.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'How can there not be more action when there is this much death. ', 'url': 'anonymous-source/all_shooting_images_newest/100264.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'So upsetting that this is even a news article. No child should lose their life that way. ', 'url': 'anonymous-source/all_shooting_images_newest/100264.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'This made me sad because of the pro gun sentiment \r\n', 'url': 'anonymous-source/all_shooting_images_newest/100264.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Kids are our future and should be kept safe.', 'url': 'anonymous-source/all_shooting_images_newest/100264.jpg'}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""children and parents shouldn't have to worry about this, no where is safe anymore "", 'url': 'anonymous-source/all_shooting_images_newest/100264.jpg'}]"
686,Condolences Aren't Enough.' The Gaming Community Responds After Deadly Jacksonville Madden Shooting,anonymous-source/all_shooting_images_newest/170.jpg,"[{'emotion': 'Anger', 'intensity': '5', 'reason': ""I agree that condolences really aren't enough in this situation and it makes me angry that this happens over and over and people still struggle to take action and do something about it."", 'url': 'anonymous-source/all_shooting_images_newest/170.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""sad for people's death"", 'url': 'anonymous-source/all_shooting_images_newest/170.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'condolences for sure are not enough. ', 'url': 'anonymous-source/all_shooting_images_newest/170.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Have no idea about the Deadly Jacksonville Madden Shooting event. But the title make me little bit sad', 'url': 'anonymous-source/all_shooting_images_newest/170.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'gun violence has threatened many people’s lives.', 'url': 'anonymous-source/all_shooting_images_newest/170.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'the words ""gaming community"" is a little goofy but the sentiment makes me happy. ', 'url': 'anonymous-source/all_shooting_images_newest/170.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's very true, condolences are not enough if action is not taken. "", 'url': 'anonymous-source/all_shooting_images_newest/170.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'This made me happy because it is anti-gun. \r\n', 'url': 'anonymous-source/all_shooting_images_newest/170.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'The shootings are getting old.', 'url': 'anonymous-source/all_shooting_images_newest/170.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""there are too many shootings and there's nothing being done about it"", 'url': 'anonymous-source/all_shooting_images_newest/170.jpg'}]"
688, This Is Us  Honors Victims of Pittsburgh Synagogue Shooting,anonymous-source/all_shooting_images_newest/100136.jpg,"[{'emotion': 'Contentment', 'intensity': '2', 'reason': ""I respect that this group honored the victims but I'm not that emotionally invested in it."", 'url': 'anonymous-source/all_shooting_images_newest/100136.jpg'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': ""He acts like he doesn't care about anything"", 'url': 'anonymous-source/all_shooting_images_newest/100136.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'it is not enough to honor the victims. We need gun control. ', 'url': 'anonymous-source/all_shooting_images_newest/100136.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'The title makes me sad but the photo not', 'url': 'anonymous-source/all_shooting_images_newest/100136.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there are more victims of gun violence.', 'url': 'anonymous-source/all_shooting_images_newest/100136.jpg'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""the sentiment of the message is a good one but sentiment alone isn't enough to drive people to action. "", 'url': 'anonymous-source/all_shooting_images_newest/100136.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""It's relieving to see that the media is taking action and raising awareness for worldly matters like this. "", 'url': 'anonymous-source/all_shooting_images_newest/100136.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I’m not really sure how to feel about this because it doesnt do anything ', 'url': 'anonymous-source/all_shooting_images_newest/100136.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""This doesn't change the fact that something bad happened. "", 'url': 'anonymous-source/all_shooting_images_newest/100136.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'it was nice of them to use their platform to acknowledge that shootings are a huge problem', 'url': 'anonymous-source/all_shooting_images_newest/100136.jpg'}]"
689,"Robert Bowers, alleged Pittsburgh synagogue gunman, left trail of chilling, anti-Semitic social media posts",anonymous-source/all_shooting_images_newest/100448.jpg,"[{'emotion': 'Anger', 'intensity': '5', 'reason': ""it makes me really angry that people leave track records and are obviously dangerous but it's never treated so they end up doing awful things."", 'url': 'anonymous-source/all_shooting_images_newest/100448.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'he is so racist. ', 'url': 'anonymous-source/all_shooting_images_newest/100448.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""I don't know if I would be the next victim. "", 'url': 'anonymous-source/all_shooting_images_newest/100448.jpg'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'The title makes me angry', 'url': 'anonymous-source/all_shooting_images_newest/100448.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'racism is a factor causing shooting crime.', 'url': 'anonymous-source/all_shooting_images_newest/100448.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'a gunman being ""anti-semetic"" makes a lot of sense and makes the whole story sad. \r\n', 'url': 'anonymous-source/all_shooting_images_newest/100448.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'Truly disgusted and angry that no one was able to catch the social media posts and report him. ', 'url': 'anonymous-source/all_shooting_images_newest/100448.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'This made me happy because it is anti-gun and racism. ', 'url': 'anonymous-source/all_shooting_images_newest/100448.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""These people need to be tracked and monitored so this doesn't happen."", 'url': 'anonymous-source/all_shooting_images_newest/100448.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'people are so hateful', 'url': 'anonymous-source/all_shooting_images_newest/100448.jpg'}]"
692,"After Synagogue Shooting, Trump Retweets Supporter Who Had Retweeted Anti-Semitic Hashtag",anonymous-source/all_shooting_images_newest/100063.jpg,"[{'emotion': 'Disgust', 'intensity': '5', 'reason': ""I can't believe that the former president could be so consistently insensitive to marginalized groups."", 'url': 'anonymous-source/all_shooting_images_newest/100063.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'his attitude does not match his behavior', 'url': 'anonymous-source/all_shooting_images_newest/100063.jpg'}, {'emotion': 'Anger', 'intensity': '1', 'reason': 'what Trump had done is not the right thing a politician should do. ', 'url': 'anonymous-source/all_shooting_images_newest/100063.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""As a political people, he did something totally wrong and I'm so angry about this"", 'url': 'anonymous-source/all_shooting_images_newest/100063.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'the contradiction may become intense.', 'url': 'anonymous-source/all_shooting_images_newest/100063.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'The anti-semetic retweet makes me sad and angry. ', 'url': 'anonymous-source/all_shooting_images_newest/100063.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'So insensitive and ignorant. Was clearly just doing it to make himself look good. ', 'url': 'anonymous-source/all_shooting_images_newest/100063.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'I’m not really sure how to feel about this because trump would never do this \r\n', 'url': 'anonymous-source/all_shooting_images_newest/100063.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'It is so on brand for him to do this so it is upsetting.', 'url': 'anonymous-source/all_shooting_images_newest/100063.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'Trump was a bad leader ', 'url': 'anonymous-source/all_shooting_images_newest/100063.jpg'}]"
693,"Gun Rights Activists Defy Court Ruling, Post 3D-Printed Gun Blueprints Online",anonymous-source/all_shooting_images_newest/114.jpg,"[{'emotion': 'Anger', 'intensity': '5', 'reason': ""this is so frustrating and irritating that groups that even legislation can't really control what people do and it's endangering people."", 'url': 'anonymous-source/all_shooting_images_newest/114.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""he even doesn't know he is making a wrong decision"", 'url': 'anonymous-source/all_shooting_images_newest/114.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""I don't know if these guns would hurt people in the future."", 'url': 'anonymous-source/all_shooting_images_newest/114.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""This will make more people make real guns and more people will die. I'm so angry about activists' selfish"", 'url': 'anonymous-source/all_shooting_images_newest/114.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun causes violence.', 'url': 'anonymous-source/all_shooting_images_newest/114.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'this makes me feel mad and sad. the rampant uncontrolled gun usage contributes to more death in the US. ', 'url': 'anonymous-source/all_shooting_images_newest/114.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Although the 3D guns can't cause real harm, it's still terrifying that this isn't being shut down immediately. "", 'url': 'anonymous-source/all_shooting_images_newest/114.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'This made me sad because of the pro gun sentiment \r\n', 'url': 'anonymous-source/all_shooting_images_newest/114.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'There is no benefit to doing this so why would you even do it.', 'url': 'anonymous-source/all_shooting_images_newest/114.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'gun rights activists need to chill', 'url': 'anonymous-source/all_shooting_images_newest/114.jpg'}]"
703,Jacksonville mass killing once again proves the left s gun control  solution  is a fleeting illusion,anonymous-source/all_shooting_images_newest/37.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'Guns are scary', 'url': 'anonymous-source/all_shooting_images_newest/37.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'shocked', 'url': 'anonymous-source/all_shooting_images_newest/37.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is hard to change the current situation ', 'url': 'anonymous-source/all_shooting_images_newest/37.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'This might be a reason causes bad event.', 'url': 'anonymous-source/all_shooting_images_newest/37.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad to see the gun control laws are not being enforced and are just a illusion with not strictness being\r\ndone to ensure the laws are strictly practiced.', 'url': 'anonymous-source/all_shooting_images_newest/37.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Too many people are getting killed due to less gun control', 'url': 'anonymous-source/all_shooting_images_newest/37.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'mass killing causes fear', 'url': 'anonymous-source/all_shooting_images_newest/37.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'mass killing is always heartbreaking and would terrorize the public. But I also think the reporter is too biased with this headline.', 'url': 'anonymous-source/all_shooting_images_newest/37.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ""can't believe it is an illusion"", 'url': 'anonymous-source/all_shooting_images_newest/37.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""from my opinion, the press shouldn't conclude things like this"", 'url': 'anonymous-source/all_shooting_images_newest/37.jpg'}]"
705,Gun control groups far out-spending gun rights groups for 2018 midterms first time in 20-plus years,anonymous-source/all_shooting_images_newest/100478.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'Guns are scary', 'url': 'anonymous-source/all_shooting_images_newest/100478.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'great to see people stop gun violence', 'url': 'anonymous-source/all_shooting_images_newest/100478.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'It is a great improvement of gun control', 'url': 'anonymous-source/all_shooting_images_newest/100478.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'People like them are really brave and try to tell more people how they feel.', 'url': 'anonymous-source/all_shooting_images_newest/100478.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'good to see money being spent in controlling the gun culture and protests done - which are important\r\nto raise our voice against guns.', 'url': 'anonymous-source/all_shooting_images_newest/100478.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'Looks like people are finally understanding the importance', 'url': 'anonymous-source/all_shooting_images_newest/100478.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'No to guns is a good thing', 'url': 'anonymous-source/all_shooting_images_newest/100478.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': ""I didn't follow up with gun news and I am surprised to learn this"", 'url': 'anonymous-source/all_shooting_images_newest/100478.jpg'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'nice to see the stoppage of use of gun ', 'url': 'anonymous-source/all_shooting_images_newest/100478.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'people have raise awareness on this problem!', 'url': 'anonymous-source/all_shooting_images_newest/100478.jpg'}]"
710,Another day of funerals as Pittsburgh mourns synagogue shooting victims,anonymous-source/all_shooting_images_newest/110143.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'Guns are scary', 'url': 'anonymous-source/all_shooting_images_newest/110143.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'feeling sad for all the people who passed away (helpless)', 'url': 'anonymous-source/all_shooting_images_newest/110143.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'They looks very sad', 'url': 'anonymous-source/all_shooting_images_newest/110143.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'The picture with the headline is really emotional to combine together, I can feel the sadness from the picture. It generates empathy.', 'url': 'anonymous-source/all_shooting_images_newest/110143.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'very sad to see so many headlines popping up of people being victim due to this prominent culture in\r\nthe society.', 'url': 'anonymous-source/all_shooting_images_newest/110143.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""They didn't deserve to die"", 'url': 'anonymous-source/all_shooting_images_newest/110143.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'the death toll keeps on growing which is sad', 'url': 'anonymous-source/all_shooting_images_newest/110143.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""this is traumatizing to the victim's families."", 'url': 'anonymous-source/all_shooting_images_newest/110143.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Unable to do anything even with same routine going every now and then', 'url': 'anonymous-source/all_shooting_images_newest/110143.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'threat + feeling unsafe', 'url': 'anonymous-source/all_shooting_images_newest/110143.jpg'}]"
719,Parkland Shooting Suspect Lost Special-Needs Help at School When He Needed It Most,anonymous-source/all_shooting_images_newest/457.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'the parkland shooting evokes a lot of sadness and fear ', 'url': 'anonymous-source/all_shooting_images_newest/457.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Feel sad.', 'url': 'anonymous-source/all_shooting_images_newest/457.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'lack of resources or authorities picking up on the signs that someone is going to commit a crime like this can be prevalent.', 'url': 'anonymous-source/all_shooting_images_newest/457.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'although he is arrested, I fear unsafe from his facial expressions.', 'url': 'anonymous-source/all_shooting_images_newest/457.jpg'}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""I don't think his special needs alone can conflate to such a violent act. While I completely blame the school for neglecting to pay attention to this student, I don't necessarily think this behavior solely manifested itself as a result poor academic support. He has to have prior some capacity, likely learned at home, to do something so horrible. "", 'url': 'anonymous-source/all_shooting_images_newest/457.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""This headline is portraying the shooter as the victim and I don't think that is right "", 'url': 'anonymous-source/all_shooting_images_newest/457.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""I am the person who may share some similar experiences with him. I know sometimes people need help when they feel sad. There's part of the responsibility that accounts for parents and schools. They should take care of teenagers' mental health. But he should areally walk through it himself since nobody can help him if he really doesn't desire it. He's the one who gave up lives "", 'url': 'anonymous-source/all_shooting_images_newest/457.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'if help was given the situation could have been avoided and lives could have been saved', 'url': 'anonymous-source/all_shooting_images_newest/457.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'although he is arrested, I fear unsafe from his facial expressions.', 'url': 'anonymous-source/all_shooting_images_newest/457.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'Mass murderer in the image', 'url': 'anonymous-source/all_shooting_images_newest/457.jpg'}]"
723,"A year after Vegas shooting, ATF emails reveal blame, alarm over bump stocks",anonymous-source/all_shooting_images_newest/100084.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': ""I'm not really sure what this article is talking about "", 'url': 'anonymous-source/all_shooting_images_newest/100084.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""it's back on track"", 'url': 'anonymous-source/all_shooting_images_newest/100084.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'I do not know what the ATF is, but feel slight sadness at the mention of the Las Vegas shooting and bump stocks', 'url': 'anonymous-source/all_shooting_images_newest/100084.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'why the police are armed here? does anyone get hurt?', 'url': 'anonymous-source/all_shooting_images_newest/100084.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""I think the headline is more or less saying that the presence of guns is to blame for gun violence? I think that's kind of a no-brainer statement? Maybe I'm miss interpreting.  "", 'url': 'anonymous-source/all_shooting_images_newest/100084.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""I don't understand this article title "", 'url': 'anonymous-source/all_shooting_images_newest/100084.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Because people don't even care about death"", 'url': 'anonymous-source/all_shooting_images_newest/100084.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'no matter whose fault it is, the damage is done', 'url': 'anonymous-source/all_shooting_images_newest/100084.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'why the police are armed here? does anyone get hurt?', 'url': 'anonymous-source/all_shooting_images_newest/100084.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': ""You wouldn't expect that to be discovered a year later."", 'url': 'anonymous-source/all_shooting_images_newest/100084.jpg'}]"
725,Why High School Kids Are Better Than Adults at Talking About Guns,anonymous-source/all_shooting_images_newest/10731.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad that this is the reality, hopeful for the future generation of leaders ', 'url': 'anonymous-source/all_shooting_images_newest/10731.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'high school students are tend to speak more', 'url': 'anonymous-source/all_shooting_images_newest/10731.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'many students live in fear about school shootings since they are so prevalent in the nation so I am glad to see them standing up for this cause to advocate for themselves.', 'url': 'anonymous-source/all_shooting_images_newest/10731.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'what happened? why are they so fear and say ""AM I NEXT""? how many people died from gun shootings here? ', 'url': 'anonymous-source/all_shooting_images_newest/10731.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'It\'s sad but true. My generation is highly humanitarian, whereas the generations above are so by the book that they can\'t get past the ""iT\'s mY riGHt tO OwN a gUn"" part of it all. Gen Z demands social justice above all, but other generations demand following the rules because some white dudes from 200+ years ago said so. ', 'url': 'anonymous-source/all_shooting_images_newest/10731.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'This headline is very intriguing and makes me want to continue reading. ', 'url': 'anonymous-source/all_shooting_images_newest/10731.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'because I feel like they are the victim of gun, they know more about the damage of gun.', 'url': 'anonymous-source/all_shooting_images_newest/10731.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'they are the one who were at the receiving end of gun violence a lot of times ', 'url': 'anonymous-source/all_shooting_images_newest/10731.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'what happened? why are they so fear and say ""AM I NEXT""? how many people died from gun shootings here? ', 'url': 'anonymous-source/all_shooting_images_newest/10731.jpg'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'Highschool kids are more outspoken about gun control than adults. And also are more open to the conversations. Thus I agree and see exactment on the news.', 'url': 'anonymous-source/all_shooting_images_newest/10731.jpg'}]"
726,Protesters say security guard Jemel Roberson was proverbial 'good guy with a gun'   but was fatally shot by police anyway - Daily Southtown,anonymous-source/all_shooting_images_newest/110197.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'exhibits the racism that continues to plague American society ', 'url': 'anonymous-source/all_shooting_images_newest/110197.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'he has been shot', 'url': 'anonymous-source/all_shooting_images_newest/110197.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'It is exhausting seeing people of color be wrongfully murdered by police, especially when they are well respected within their communities.', 'url': 'anonymous-source/all_shooting_images_newest/110197.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'So sorry for the loss, wish the governor would do something better. ', 'url': 'anonymous-source/all_shooting_images_newest/110197.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'guns and police are a whole different realm of corruptness. They see any POC who they see as a threat and shoot. Why? Because they can. From what I assume, this man possessed a gun at the scene, and the police, unsurprisingly, shot without warning. ', 'url': 'anonymous-source/all_shooting_images_newest/110197.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'This is a very emotional headline and it just makes me so upset because it\'s not fair the ""good ones"" get hurt. ', 'url': 'anonymous-source/all_shooting_images_newest/110197.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""What if he doesn't bring a gun with him?"", 'url': 'anonymous-source/all_shooting_images_newest/110197.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'police brutality is not unheard of', 'url': 'anonymous-source/all_shooting_images_newest/110197.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'So sorry for the loss, wish the governor would do something better. ', 'url': 'anonymous-source/all_shooting_images_newest/110197.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'police brutality and lack of training led to killing a civilian', 'url': 'anonymous-source/all_shooting_images_newest/110197.jpg'}]"
730,"Vegas shooting survivors describe year of change, challenges",anonymous-source/all_shooting_images_newest/90160.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad to think about the profound repercussions of a shooting ', 'url': 'anonymous-source/all_shooting_images_newest/90160.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people who have not survived do not have the chance to see the world', 'url': 'anonymous-source/all_shooting_images_newest/90160.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'It is nice to see someone grow from a traumatic incident and persevere through hard times despite it.', 'url': 'anonymous-source/all_shooting_images_newest/90160.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""the tone of the pic and the guy's facial expression just make me feel everything calm down."", 'url': 'anonymous-source/all_shooting_images_newest/90160.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'while I am happy that these people are trying to move forward, it makes me sad that it happened in the first place. ', 'url': 'anonymous-source/all_shooting_images_newest/90160.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I just feel so horribly for those who were personally impacted by mass shootings because nobody deserves to be in a situation like that. ', 'url': 'anonymous-source/all_shooting_images_newest/90160.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'That must be a nightmare for them those years', 'url': 'anonymous-source/all_shooting_images_newest/90160.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the year must have been tough', 'url': 'anonymous-source/all_shooting_images_newest/90160.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""the tone of the pic and the guy's facial expression just make me feel everything calm down."", 'url': 'anonymous-source/all_shooting_images_newest/90160.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'live changing experience that the person went through', 'url': 'anonymous-source/all_shooting_images_newest/90160.jpg'}]"
731,"After shooting, Texas Governor Greg Abbott calls for action",anonymous-source/all_shooting_images_newest/10538.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'we should be more proactive, change should not be in response but these initiates should happen earlier ', 'url': 'anonymous-source/all_shooting_images_newest/10538.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'there is action', 'url': 'anonymous-source/all_shooting_images_newest/10538.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'many state/national governments wait until it is too late to enact change within their own spheres. They do not learn from other shootings around the world and do not make change until it happens to their community. ', 'url': 'anonymous-source/all_shooting_images_newest/10538.jpg'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'a man with power is trying to express his opinion on something very seriously. ', 'url': 'anonymous-source/all_shooting_images_newest/10538.jpg'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""I don't have full faith that this call to action will be effectual unless it's taken up by legal changes. If you talk the talk, you have to walk the walk. "", 'url': 'anonymous-source/all_shooting_images_newest/10538.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I am happy this governor is trying to do something effective ', 'url': 'anonymous-source/all_shooting_images_newest/10538.jpg'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'There should be more limitations on guns', 'url': 'anonymous-source/all_shooting_images_newest/10538.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'at least they are taking an action', 'url': 'anonymous-source/all_shooting_images_newest/10538.jpg'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'a man with power is trying to express his opinion on something very seriously. ', 'url': 'anonymous-source/all_shooting_images_newest/10538.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'but not much since republican governor may not actually take action', 'url': 'anonymous-source/all_shooting_images_newest/10538.jpg'}]"
