,Headline,url,text_responses
273,Breaking: Judge issues big decision on 3D printed guns hours before midnight deadline,anonymous-source/all_shooting_images_newest/171.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'Im happy that the judge made a big decision on printed guns and Im assuming that he made a decision to make restrictions to have printed guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The word ""Break"" in the headline makes me feel nervous'}, {'emotion': 'Fear', 'intensity': '1', 'reason': '3d guns are dumb'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I hate when judges save decisions until the last minute '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I am worried 3D printed guns will lead to more shootings.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'the tragedy finally made people to reflect and take actions '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Decisions made so close to deadlines feel like they were not carefully made and make me question the result, especially regarding something as important as guns. '}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""It will aggravate people's anxiety about gun violence.""}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""It's a good thing to see. ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'we are unsure what the decision is here.'}]"
275,Parkland survivors keep memory of shooting alive,anonymous-source/all_shooting_images_newest/10004.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'Its sad to think about people who were killed in shooting'}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""It's nice that people remember. ""}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'were truly traumatizing these kids'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'This is a very tragic event '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I am afraid of what happened.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'gun violence can have life-long influence to victims and their family'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""while it is sad that this is the memory they have to keep alive, I am proud of them for doing so because it definitely isn't easy. ""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel so sorry about those beautiful lives.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'It seems like a warm story. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'of how traumatizing the memory is for these survivors.'}]"
277,Dick's Sporting Goods' rough quarter had nothing to do with guns,anonymous-source/all_shooting_images_newest/72.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': ""I don't undestand the headline""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I'd like to see guns being regulated.""}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""okay I don't care about dicks loss in revenue ""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'This could be a counter to the argument that gun purchases are necessary for the economy'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""don't understand what does the news headline mean""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'maybe the company will insist their strict policy towards gun'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'it proves guns make no difference on sales and therefore Dicks should not compromise any rules regarding gun control. '}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""It will aggravate people's anxiety about gun violence.""}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""It's good to limit the use of gun.""}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'sales should not matter if safety is what is being kept.'}]"
280,"Giffords, Nevada Democrats meet 1 year after Vegas shooting",anonymous-source/all_shooting_images_newest/100174.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': 'Useless government...'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'its sad'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I want to know what they will talk about.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is a sad story that the gun control still need to be improved'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is a sad story that the gun control still need to be improved'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'its upsetting to see that it took an entire year for politicians to meet and discuss such a tragic event '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""this headline seemed pretty neutral and didn't evoke any strong feelings for me""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not know if good '}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'even 1 year after the vegas shooting , not a lot of ground was made on gun control legislation '}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""I am unsure of the title. Does the meet in the context means having a meeting to discuss the event that happened a year ago? It's probably implying that the Democrats have a really long reaction time.""}]"
282,"Sen. Nybo urges Gov. Rauner to sign SB 337, gun dealer licensure bill",anonymous-source/all_shooting_images_newest/90347.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'Maybe many people will die one day because of this.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'not much to say'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'A licensure bill may be helpful in gun control.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Don't understand what this news what to talk about""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Don't understand what this news what to talk about""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Im a little unsure what the bill exactly does so im not sure how i feel on it '}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""I'm not entirely sure what this headline means, but hopefully it regulates who can own and purchase a gun""}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'do not understand'}, {'emotion': 'Excitement', 'intensity': '1', 'reason': 'gun dealers should probably have better licensing and regulation'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""It's great to have law that controls gun in the market so that people would feel safer.""}]"
286,"When the Second Amendment threatens the First, mass shootings are more likely",anonymous-source/all_shooting_images_newest/10155.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': ""It will aggravate people's anxiety about the proliferation of guns.""}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'taken aback'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I am afraid of mass shootings.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'You always can tell which person will become shooter because they usually looks like normal person'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'You always can tell which person will become shooter because they usually looks like normal person'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the harsh reality is that so many young students are losing their ability to speak their mind by getting killed'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It's sad because it's the unfortunate truth""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ""this doesn't really make any sense to me""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Mass shooting should be avoided at all cost because people have families.'}]"
291,Bloomberg's claims on gun control fail to match the facts,anonymous-source/all_shooting_images_newest/10624.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': ""It will aggravate people's anxiety about the proliferation of guns.""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'not sure'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'His claims did not match the facts.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""Don't know what Trump‘s current position is""}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""Don't know what Trump‘s current position is""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I think sometimes the media focus on the wrong issues. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""politicians have ideas that often times don't match up with reality""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'the owner of a major news outlet is not stating factual information to serve a political agenda'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'Even huge media outlet would make up claims to support their position and this is irresponsible.'}]"
292,Santa Fe High School Shooting Victim s Mother Confronts Ted Cruz at Town Hall:  Don t Disrespect My Daughter ,anonymous-source/all_shooting_images_newest/90369.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel so sorry for the victims...'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it was sad'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""Her mother is pitiful. I can't imagine how does she feel.""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Don't understand the meaning of this news""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Don't understand the meaning of this news""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Its heartbreaking to see the ripple effect school shootings have not only on the students but the parents and guardians who won't be able to see their children again. ""}, {'emotion': 'Awe', 'intensity': '4', 'reason': ""It's a sad topic but it's also powerful to see loved ones stand up for victims""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'its sad that Ted Cruz is a big proponent of anti gun legislation even after these experiences.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'a mother feels that her dead daughter is being disrespected at Town Hall, a place for serious discussion.'}]"
294,Corporate America throws weight behind gun controls,anonymous-source/all_shooting_images_newest/10747.jpg,"[{'emotion': 'Excitement', 'intensity': '3', 'reason': 'They should be.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'not sure how to feel'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I want to know what role does corporate play in gun control.'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'Big investors have larger power as gun makers'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'Big investors have larger power as gun makers'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'its exciting and even surprising to see corporate america join in on the fight for more gun control '}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""I want to learn more about corporate America's stance on gun control and what their motives are""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Excitement', 'intensity': '1', 'reason': 'corporate america is a powerful influence and change could be enacted through that'}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""overweight issue has been big and it's more prevalent than gun crimes so it should have priority.""}]"
298,Burt Bacharach is supporting school gun violence survivors with new song 'Live to See Another Day',anonymous-source/all_shooting_images_newest/90102.jpg,"[{'emotion': 'Anger', 'intensity': '4', 'reason': ""It will aggravate people's anxiety about the proliferation of guns.""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'not much to say'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Happy for survivors.'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'I feel grateful for video game makers to not extend the sadness even longer for victims. Video games are virtual and fake but shooting are real and cause people dead'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'I feel grateful for video game makers to not extend the sadness even longer for victims. Video games are virtual and fake but shooting are real and cause people dead'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I think its extremely sad that students are living in a society where their safety isn't being prioritized.""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'this is a sweet sentiment'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'a singer probably wont have much effect on gun violence survivors. Maybe the awareness will help'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""it's the 21 century and students should be focusing on school work instead of concerning on gun issues.""}]"
303,NYPD deploys officers to religious centers after Pittsburgh shooting,anonymous-source/all_shooting_images_newest/100420.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It implies that shooting caused injuries.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'different religious organizations feel under attack and need extra protection. '}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'good strategy'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""visiting a religious place shouldn't feel unsafe""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Gun's issue deserves more attention""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'As I said before, why do people keep shooting at religious places of worship?'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'will the police be effective in curtailing this crime as the police bureaucracy is also a thing to be questioned. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Unsurprising, but still sad to hear that is now needed.'}]"
310,"Pittsburgh synagogue shooting suspect threatened Jewish groups, pushed migrant caravan conspiracies",anonymous-source/all_shooting_images_newest/100147.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'The hate crime cases are likely to be premeditated.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'this person had previously made threats against people before, but there was no actions taken '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'so racism'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""if truth doesn't come put, people assume the worst""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Both gun violence and racial issues are involved'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'Why do religious groups keep getting targeted?'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'conspiracy theories are passed around to perpetuate violence and that is upsetting'}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""They didn't deserve to be prosecuted, however it is still happening.""}]"
315,Everytown for Gun Safety launches $5 million ad campaign to flip 15 House districts.,anonymous-source/all_shooting_images_newest/90150.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'Gun safety may be a key factor to reduce crimes.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'a political group is trying to enact change in their community'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'good adverstising purpose'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'people are trying to make the place safe'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ""It's not clear what the specifics are, so I won't judge too much""}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'I love interesting random facts. This is one of them.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""I hope that politicians aren't politicizing these gun issues for their own gain but they actually care about the people harmed. ""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'More gun control laws can potentially be implemented and actually make a difference. '}]"
323,Officials across the country fear a new era of untraceable firearms,anonymous-source/all_shooting_images_newest/21.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'sounds dangerous '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'its completely changable but no capitalism fucks all of us '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'The last thing we need is untraceable firearms when we are already struggling as-is. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'That even government officials are worried proves that the problem is indeed serious.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""it would be a threat to people's safety and I don't want it to be true""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""It's scary that officials are even scared about untraceable firearms. It makes me sad that we are left helpless in solving this problem of gun violence.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Gun violence in the US is already so prevalent, something like this will probably make a difference but not by that much.'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'Weapons need to be traceable'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Untraceable firearms mean untraceable crimes. '}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'it is scary if we cannot trace firearms.'}]"
327,"Alabama elementary school student brings gun to school, shoots himself in hand: police",anonymous-source/all_shooting_images_newest/90146.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'sad story'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'wow. guns really dont help do they, that poor child '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'How did this happen? Why was this able to happen? Alabama should be annexed. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'It is a horror that elementary school children can have handguns and carry them to school.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""I can't understand that any parent would let their child in elementary school carry a gun with them.""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""It's very scary that a young elementary student could bring a gun to school, but it's also sad that could happen.""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""Something like this should not be happening in an elementary school. It's extremely upsetting that a child would have access to a gun, let alone kill himself with one.""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""Guns shouldn't be so easily accessible.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Primary school children should not be near weaponry at all, let alone bringing it to school.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is sorry to hear that this poor kid shoots himself in hand, it must be painful.'}]"
329,Central Michigan University officers had multiple run ins with shooting suspect,anonymous-source/all_shooting_images_newest/10646.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'sad'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'oh, why would that be?'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'A missed opportunity to save lives by not being curious and asking questions, especially if it was a white person and they were racially profiled as being non-dangerous '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'A confrontation with a suspect is a scary thing.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I am concerned about the personal safety of Central Michigan University officers.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""if they had multiple run in with the suspect, the shooting could've been prevented if they convicted them before.""}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""If they ran in with him multiple times they should've and could've done something to stop him.""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'They did little about it.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The multiple run-ins did not mean anything but a sad coincidence.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I worry about the safety of University officers.'}]"
330,Gaming community and friends mourn Jacksonville shooting victims,anonymous-source/all_shooting_images_newest/112.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'violent video games can be dangerous '}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'yea that makes sense and its sad and all but yea people die and people mourn them '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Sad to see another community in mourning '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel sorry for the victims.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Game community makes me feel warm, so I feel sorry for their friends leaving'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""I think that it's really upsetting that people blame video games on mass shootings and not gun laws and mental health issues.""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Sad event that happened and the community as a whole is mourning which makes the situation feel more real and scary.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Sad for their loss.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'The gaming industry has nothing to do with this.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""it is sad to know someone's death and mourn victims""}]"
337,Parkland survivor details her experience during shooting at Kavanaugh hearing,anonymous-source/all_shooting_images_newest/90149.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'painful memory for victim '}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'thats very brave of her and she shouldnt have to to make a point'}, {'emotion': 'Awe', 'intensity': '5', 'reason': 'That is a brave thing to do, gives me hope '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel sad for the victim.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'this must not be easy for the survivors'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It's sad that people within our government can be elected and not show empathy to people who have been affected by gun violence, and they stand for gun rights.""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Sad that someone has to go through their trauma like this. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Had terrible experience.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Every time the survivor recounts her experience is like reliving the worst memory of her life again and again.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it must be painful to recall these memories'}]"
343,Florida lawmakers pass bill that would allow school staff to carry guns,anonymous-source/all_shooting_images_newest/10093.jpg,"[{'emotion': 'Disgust', 'intensity': '5', 'reason': ""It's more unsafe for them to carry weapons as they can use them when not necessary and the kids have an easy chance of getting it in their possession ""}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'i do not envision this ending well'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'imagine being in school and your teachers having guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""It's like a shoot out can take place anytime anywhere in Florida""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""teachers shouldn't need to carry, and does the addition of weapons to the class create the possibility for dangerous accidents ""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'The fact that gun is allow on campus makes me fear.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I think people are very split on this subject'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'This could help stop school shooters'}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""I don't think educators should be allowed to carry weapons at school; they could potentially abuse that power.""}]"
344,California already had the strictest gun control laws in the nation. They just passed a bunch more,anonymous-source/all_shooting_images_newest/100027.jpg,"[{'emotion': 'Contentment', 'intensity': '5', 'reason': 'I am completely on board with passing more laws to help save more lives'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'change is happening'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'California is making the right steps towards a safer society'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Compared to the last headline, this one makes me feel safer'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'this is what I expect from California as a state'}, {'emotion': 'Amusement', 'intensity': '5', 'reason': 'The more gun controls the better.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""lawmakers are making all these gun laws, but they don't work. I agree with background checks of course, but not the gun free zones. ""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'It does not affect me'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'with more gun laws, I fee like California will be safer.'}]"
345,"After A Call To Action From Student Emma Gonzalez, Florida Activists Take On Gun Laws",anonymous-source/all_shooting_images_newest/10369.jpg,"[{'emotion': 'Contentment', 'intensity': '5', 'reason': ""it's good to see people taking action""}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'change is occuring'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'I believe there is hope for our society when I read things like this'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'Because there are people who care about gun control and public safety deeply.'}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'it seems like change is coming in Florida'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'they took action on gun controls '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'they are looking into ways to stop these shootings. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'she has the right to do that'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'the younger generation is speaking out about gun violence.'}]"
347,Threat of Shootings Turns School Security Into a Growth Industry,anonymous-source/all_shooting_images_newest/10766.jpg,"[{'emotion': 'Sadness', 'intensity': '5', 'reason': ""it's sad that school security had to wait to be advanced until school shootings became a normal thing""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'it took this to make a change'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'It is so maddening that these tragedies are turned into a business'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'Because it shows that schools are raising awareness on this issue'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'the lack of safety in schools has created this growth, when it would be great to see schools becoming safer and safer'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'School security can prevent more school shooting, but if there are no guns, then school shooting would never occur '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'of the threats'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'school security should be better'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'the school security industry should not be growing. There should not be school shootings in the first place.'}]"
349,Lawyers call US gun charges for Mexican man 'vindictive',anonymous-source/all_shooting_images_newest/10207.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': ""don't quite understand the headline.""}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'this is a saddening situation that a gun related conviction is vindictive'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'the way this headline is worded makes me feel weird and like they are focusing on the fact that this man is Mexican'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'Anything in America can be about race.'}, {'emotion': 'Anger', 'intensity': '1', 'reason': 'it minimizes the severity of the gun charges'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'There might be more vindictive gun shooters out there.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""they are profiling, but I also don't know the context""}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'tough headline'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'i would like to read the full story on why this man would be called vindictive.'}]"
350,Kendall residents concerned over proposed changes that would relax rules for outdoor shooting ranges,anonymous-source/all_shooting_images_newest/90259.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'I feel this could lead to some more violence and ""accidents"" to occur'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'something is bound to happen if this occurs'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Outdoor shooting ranges could hurt many people'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'All the bad news about gun violence makes me feel bad, and all the policies or news that stop gun violence make me happy'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'relaxing rules for outdoor shooting ranges means more freedom for guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'relaxed rules opens up opportunities for accidents to occur'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'more shooting range makes me fear, what if someone got shot because of this'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""they shouldn't relax the rules.""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'dont feel much with this one'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'with relaxed rules, it seems like there would be less gun safety.'}]"
