,Headline,url,image_responses
179,"1 in 5 U.S. Gun Owners Use Drugs, Report Mental Health Condition: Survey",anonymous-source/all_shooting_images_newest/10843.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': ""They aren't holding the guns properly and seem to be carelessly holding them. ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""It's terrifying to see such large guns casually held. ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""It's terrifying to see such large guns casually held. ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'why are there these many people armed with guns'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'I find it annoying and frustrating that some people carry guns around casually like this. A weapon that can kill other humans should not be treated like a fashion accessory.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'sad'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'One is never aware of what situation might occur before them. The image also reminds me of hunting, which is also something that i feel aganist.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'The bullet and the smoke '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I think they are taking guns too causally'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'There are people with these weapons and we are not able to do anything about gun regulation.'}]"
185,PayPal bans Gab in wake of Pittsburgh mass shooting,anonymous-source/all_shooting_images_newest/100225.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'They are grieving'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel as though they are praying peacfully for lost victims'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel as though they are praying peacfully for lost victims'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'guns lead to more violence and sadness'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I am saddened that communities have to mourn losses due to gun violence.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there are many people who still face the consequences of gun violence, people lose loved ones which is quite heart breaking '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The sunshine and the environment contrast to the news content.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""they are mourning for the victims in the crime I think. That's sad because many victims are just innocent.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'The people in this picture look sad, and the color tone of the picture is quite dark. These people must be related to victims of gun violence.'}]"
186,Two ways to curb gun violence: Smaller clips and classes,anonymous-source/all_shooting_images_newest/10505.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'School shootings.'}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""School is supposed to be a fun and fundamental part of a child's growth. For this to be a battlefield is so so so sad, scary, and wrong. ""}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""School is supposed to be a fun and fundamental part of a child's growth. For this to be a battlefield is so so so sad, scary, and wrong. ""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'our children cant even be safe in schools...'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""I'm sad because a classroom should be a place of safety and education for children. However, this photo is very simple and basic. I don't feel any strong emotions.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'schools are working and making students aware of gun violence '}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Simply because it is night and the light seems warm.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'students should be protected and be away from guns. luckily most children are well educated'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""Knowing the prevalence of school shootings, knowing some students won't get to go to school because of gun violence makes me sad.""}]"
188,"Mass shootings 'increasing'and pose'most serious threat' in US, expert says",anonymous-source/all_shooting_images_newest/110490.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'they are sad'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I feel bad for this person. But I don't know what's happening. ""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I feel bad for this person. But I don't know what's happening. ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'school shootings happen so often when it should not be'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I don't know the context of this image nor who is grieving. But, I can tell that someone is grieving or processing shock. Therefore, I feel sadness and solumnness. ""}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'sad'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the person in the image may have lost a loved one from gun violence is trying to cope with there loss '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Facial expression'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'seems like he is feeling pain. he is not safe both physically and mentally'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The heavy shadows in the picture make me feel sad.'}]"
194,Thousands head to DC for gun control protest Video,anonymous-source/all_shooting_images_newest/10302.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'kids have to worry about their school being a safe place. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel sad but empowered for them'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel sad but empowered for them'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'guns should not be anywhere near schools'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Children this young should not be grieving or honoring other children taken by gun violence. They should not view their schools as dangerous or unsafe. I am concerned for their wellbeing and saddened at the state of their childhood.'}, {'emotion': 'Amusement', 'intensity': '2', 'reason': 'sad'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'students are coming together and standing strong, against gun violence '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'The color tone of the picture'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'seems the students are fully aware of the impacts of guns'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'A school shooting is sad. Also, the government is unlikely to change gun regulations in this state.'}]"
195,Muslim groups raise money for victims after Pittsburgh synagogue shooting,anonymous-source/all_shooting_images_newest/100230.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': ""so many people die when they don't have to. ""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Sad but peaceful for the lost ones'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Sad but peaceful for the lost ones'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'school shootings are tragic events'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'People are grieving, which is always sad. '}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'sad'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'you can never be fully aware of what situation may be presented to you, there are still many people on a daily basis that lose loved ones to gun violence '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'The contrast between colored flowers and black white'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'definitely sad for those who was killed in gun violence'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'People died.'}]"
200,Students call for action after Florida school mass shooting,anonymous-source/all_shooting_images_newest/10015.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'I can imagine these students are speaking about gun violence and no child should even have to know what that is'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'no emotion detected'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Because with gun violence, people will inevitably be injured or even killed.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'This appears to be students in an interview about gun violence. The students look upset and weary, and that makes me sad because that means they were likely involved in a school shooting and are survivors. '}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'I think these are survivors of gun violence. I feel sadness for I wish they did not have to live through an act of gun violence, especially at young ages.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'young people seem very upset when talking about gun violence'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'It is nice to see younger kids learning and giving attention towards a teacher. '}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'It seems like they are discussing and raising awareness about gin violence. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'It seems that they are talking about gun violence issues peacefully. Seeing people communicating and disclosing their feelings make me feel content. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the kids are clearly mourning people they lost, given the context of gun violence, it can be attributed to that '}]"
204,"Flap over funeral doves prompts arrest of California man, seizure of cache of guns and Nazi paraphernalia",anonymous-source/all_shooting_images_newest/110132.jpg,"[{'emotion': 'Disgust', 'intensity': '5', 'reason': ""only crazy people with bad intentions would have so many guns I don't understand how this could be a good thing for anybody no one should have so many guns.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'guns scare me'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'I hope not to sell guns.'}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""I assume from the context that this is an image of a shooter's collection of weapons. It makes me mad that a single person could amass so many weapons with an intent to harm people, and that they were not stopped sooner. ""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I do not like guns. I feel by seeing a wide variety of them. I feel unsafe.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'there are guns that have been confiscated, so it is unknown who could have bought the other supply'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'this scares me so much to see guns laying out in public where anyone has the chance to take them and use them inproporly. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""I don't feel safe with a bunch of guns scattered on the street. ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""I am worried that all these guns that could kill multiple people at long distance could fall into the hands of wrong people, and my friends and family's life could be in danger. ""}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'the guns and ammo in the image above look as if they have just been seized from somebody’s place. It is terrifying the amount of guns that one person alone had. '}]"
206,Las Vegas shooting: Memorial events mark 1-year anniversary as massacre motive still shrouded in mystery,anonymous-source/all_shooting_images_newest/100424.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'this implies that someone has died and that made me really sad'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'it portrays people that just lost a friend or family member'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Because with gun violence, people will inevitably be injured or even killed.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'This appears to be a group of people impacted by a shooting mourning their losses. That makes me sad that they lost people in a violent and avoidable way. '}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'it seems to be a prayer circle for someone loss. I feel sadness over the loss, but not strongly since prayers do not solve the problems around gun violence. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'there are so many people who have been affected by gun violence, and who are still hurting'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'it is so sad seeing people mourning but it is nice to see that a person is being remembered and celebrated for their life and accomplishments. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it feels like they are remorsing over something. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'These people are mourning for their lost loved ones due to gun violence, and it is so sad to see this. Those people and their families could have a much better life. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it looks like people are mourning and I feel great empathy for them. I cannot imagine what they are going through and it must be devastating '}]"
213,Harwood Heights police conduct active shooter drill at Eisenhower library: 'You have to have a plan',anonymous-source/all_shooting_images_newest/127.jpg,"[{'emotion': 'Disgust', 'intensity': '1', 'reason': ""I cant tell what is happening here but I feel disgust because I don't really like how heavily the police are funded yet not trained enough on moments of crisis""}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'looks more like a movie scene than an actual police activity (the guy in the back is kinda laughing)'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Under national control, gun violence still often occurs, which makes me feel scared.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Despite the fact that this appears to be some kind of official who is meant to help in a shooting situation, the fact that he is pulling out a gun when there are others around makes me scared. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'someone carrying a gun always scares me, even if they are considered figures of authority with rights to carry.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'an active shooter drill at a school is occurring, which could be traumatizing for the kids'}, {'emotion': 'Fear', 'intensity': '2', 'reason': ""I'm not really sure what is going on in this photo but it scares me with all of the imagery of a cop, people, and glasses areas.""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I see the police ready to shoot. But not sure if its defensive and cant see anything particularly threatening coming at him.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I feel powerless and unable to protect myself when I see a person is holding a gun at me. '}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'it is unclear what is going on here but it scares me seeing police in schools '}]"
216,More gun laws won't curb gun crime,anonymous-source/all_shooting_images_newest/100429.jpg,"[{'emotion': 'Sadness', 'intensity': '1', 'reason': 'I assume this is a list of people who have died to gun violence and it is too long'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'death make me feel sad '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Gun violence is very easy to cause casualties'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'This looks like a memorial, possibly for gun violence victims, which makes me sad that so many are dead because of a problem we could solve. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Even the murdering of policy is sad and part of gun violence. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'so many people have died from gun violence, and the vietnam war memorial is a sad place'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'im not really sure what this is.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'This is a High School locker. The use of guns in this area is terrifying '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I don't know what is going on in this picture. ""}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'I am not sure what this is so I cannot relate it to gun violence. However, it seems like a memorial of some kind so in that case I would feel a sense of mourning and sadness '}]"
219,Son Of Witness: Suspect In Fatal Kroger Shooting Said 'Whites Don't Kill Whites',anonymous-source/all_shooting_images_newest/100236.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'Stare people'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'The man seems very upset and menacing. In the context of gun violence, I am unsure if he wants to hurt more people or not, so I am scared.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""The almost crazed expression on the man's face makes me feel mild fear""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'he looks like a killer '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the guy seems scary'}, {'emotion': 'Fear', 'intensity': '4', 'reason': '\r\nThe stare in his eyes is unsettling.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the facial expression of this individual is intense I feel nervous and anxious when someone has such an intense look at me.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'no words'}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""I feel like maybe he is someone who caused someone's life. ""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'this man looks angry and like he wants to hurt me'}]"
220,"A Mall Shooting, a Black Man s Death, and a Debate Over Race and Gun Rights",anonymous-source/all_shooting_images_newest/110088.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'army'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel sad that gun violence can affect veterans, who have already given up a lot for our country.'}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'I am in mild awe as seeing a man enlist in the military is an act of duty and patriotism'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'because he is a veteran'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'he seems like he was a hero'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I know quite a bit of veterans come back from war traumatized, but I still firmly believe against the US military.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I don’t feel like I am in any danger with this individual, if anything I feel that they could protect me.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""if he is a soldier but also I'm slightly conflicted""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'I feel like they are risking their lives and protecting their country. it is selfless and beautiful. '}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'i feel like the men and woman who serve in the military deserve our respect'}]"
221,The Latest: Trump postpones Penn. rally after shooting,anonymous-source/all_shooting_images_newest/10654.jpg,"[{'emotion': 'Awe', 'intensity': '3', 'reason': 'positive energy'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'the president was addressing a national tragedy that occurred.  The fact that the shooting was so bad that the president had to address it makes me sad. '}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'As a Florida resident, the last thing I wanted after the Parkland shooting was Trump visting, so this photo induced a moderate feeling of disgust'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'fuck trump and florida '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'i dislike trump.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""I don't like Donald Trump ""}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'the topic of school shootings is saddening and frustrating as I feel it is unfair, and I strongly dislike Donald Trump. '}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'N/A'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'Im not sure why he is there, '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""I feel like Donald Trump doesn't truly care about gun reform or changing gun laws so him visiting a school after a school shooting means nothing to me ""}]"
225,"Gun violence, health care among top concerns for women, especially minorities, new survey finds",anonymous-source/all_shooting_images_newest/100311.jpg,"[{'emotion': 'Excitement', 'intensity': '4', 'reason': 'It makes me feel safe that everyone all gather together'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'people are passionate enough about preventing gun violence that they are gathering en masse.'}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'Seeing so many people come together to presumably advocate for change invokes a mild feeling of awe'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'that so many people oppose gun violence '}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'to see so many people in unity fighting for an important cause.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'There are so many victims to gun violence'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'I feel supported by larger numbers of people who believe the same things I do.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'people actually care and are standing up against gun violence'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'I love it when people protest for the right thing to do. '}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'so many mass shootings have happened with such little consequences that I feel angry that so many people have to protest and voice their outrage to only recieve no real change '}]"
226,Let's hope the Salvador Castro Middle School shooting finally wakes up L.A. Unified on school safety,anonymous-source/all_shooting_images_newest/10641.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'casualties'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'there seems to be a large police and first responder presence, so I wonder how many people have been hurt.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I feel pretty sad by the photo as I fear that people may have been hurt or may have been killed'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'because someone was probably either hurt or killed in a shooting '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'this is a scary image and i would be so scared if I were there.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Gun violence is very real and I've always been paranoid of it""}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'I feel anxious when people could be hurt and the police and ambulances have to get involved.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'no comments'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I feel like this kind of things happens a lot in the states and Im scared if one day it will happen to me.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""I cannot tell what is happening in the image and that makes me feel confused because there is something important going on that I don't understand ""}]"
229,"Kroger grocery store gunman tried to enter predominantly black church before shooting, police say",anonymous-source/all_shooting_images_newest/100251.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': 'prisoner'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'the man looks like he wants to hurt other people even while in police custody'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'The man has clearly been alleged to have committed a crime, which makes me feel a moderate amount of disgust'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'he looks disturbing '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'he scares me'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Scary looking white men scare me'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'seeing someone in a jail or surrounded by cops makes me feel uneasy and unsafe.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'makes me want to throw up'}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""he doesn't look sorry for what ever he done. ""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'this man looks very angry and troubled and like he wants to hurt me'}]"
230,"After back-to-back mass shootings, America grows numb",anonymous-source/all_shooting_images_newest/110105.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'crying'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the person is clearly affected by the death of a loved one'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I empathize with the girl crying and thus feel a moderate sadness for she is clearly grieving'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'this picture is heartbreaking'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'because it is heartbreaking to see someone lose someone close to them especially at such a young age. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Loss, especially to something like gun violence is really saddening'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'when people are crying I wonder why and I feel sad with them.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'its so painful to have someone you love let alone losing them to gun violence'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I feel sorry for the people who lost their loved ones.\r\n'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the people in it look like they are sad which makes me feel sad because something horrible likely happened'}]"
235,Gays Against Guns claims victory as FedEx ends NRA discount,anonymous-source/all_shooting_images_newest/100338.jpg,"[{'emotion': 'Excitement', 'intensity': '3', 'reason': 'protest'}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'a community has come together to protest something they feel strongly about, and it shows that gun violence affects many communities in America. '}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'Seeing so many people of the LGBTQ+ community together walking for change and against gun violence is empowering and makes me feel excited of the growing LGBTQ+ community and hopeful we will accomplish change.'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'that a community is protesting gun violence '}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'to see people standing together and up for a cause. '}, {'emotion': 'Amusement', 'intensity': '2', 'reason': ""I don't particularly think that LGBT people should entirely be against guns, it's important that the most marginalized people are able to defend themselves even though realistically they shouldn't have to resort to that.""}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'seeing people stand up for who they are and their rights, and against things that they don’t believe in gives me confidence in them.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': ""I'm proud that my community is standing up against gun violence""}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'I feel like its hopeful; because homosexual is once forbidden, but as human society grew wiser, people are more willing to accept and now they protest for gun violence and hopefully we will be wise enough to ban it. '}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'the gay rights movement is one I support and seeing it in actions makes me interested and invigorated '}]"
236,Waffle House shooting illustrates the danger posed by gun-free zones,anonymous-source/all_shooting_images_newest/10708.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'police car'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'a shooting could occur anywhere, even at a restaurant where you bring your kids'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I am saddened that a crime has been committed and hope no one is hurt, I am also saddened that such situations seem to happen so often.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'that there was probably a shooting at a Waffle House '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'to see policeman in such a common area'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Why a Waffle House out of all locations for something to happen?'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'it angers me that gun violence had been taken in very public areas full of innocent civilians. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'it is whatever'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'I dont want it to happen to anyone but also im afraid if it happens to me. '}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'there are far too many shootings in this country and practically nothing is done about it '}]"
237,NRA spokeswoman to Warren: Most Americans have native heritage,anonymous-source/all_shooting_images_newest/100153.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'speech'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'people who attend CPAC often oppose common sense gun laws'}, {'emotion': 'Disgust', 'intensity': '1', 'reason': ""Between the woman's body position that seems arrogant, she is also a representative of the American conservative union which invokes a mild feeling of disgust.""}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'this a convention full of lunatics '}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'i disagree with everything they stand for.'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'American Conservatives are truly something else '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'I do not agree with conservative ideals and their views on gun violence. '}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'I see shes a part of the conservative union'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I dont really like her but I dont know her she looks intimidating.'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'CPAC is a conservative convention and the type of language they used at these events typically offends me '}]"
238,Disturbing as hell': NRA slammed for giving 'Thomas & Friends' characters a KKK makeover,anonymous-source/all_shooting_images_newest/90470.jpg,"[{'emotion': 'Amusement', 'intensity': '1', 'reason': 'whimsy'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'a childrens show is being used in a violent manner to serve as propaganda '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'I am absolutely disgusted by the fact that Thomas the Tank Engine and Friends have been altered to wear KKK hoods, as my favorite childhood show was turned into a symbol of white supremacy. '}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'that Thomas the tank engine has a kkk hood on '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'this is gross to see. '}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'Why does everything have to link back to white supremacy?'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'I thought that society was going in a more positive direction but to see disturbing things that bring back hatred and discrimination from the past makes me disgusted.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'Distasteful commercial'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'im not sure what im looking at '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""it is taking a beloved children's book and politicizing it and completely taking away its intended innocence ""}]"
239,"3-D Printed Gun Blueprints Are Back, and Only New Laws Can Stop Them",anonymous-source/all_shooting_images_newest/299.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'anything in the context of gun violence scares me '}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'his face makes me feel uncomfortable because there seems to be no emotion in it, and in the context of gun violence it makes it unsettling '}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'his look is funny'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""None of the above because I don't know who this man is. ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'He looks like a bad guy.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'It looks like a movie scene to me.'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""This image doesn't evoke much emotion in me because there is nothing in it that I am certain what it is. ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Because his eye contact is really scared'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'He looks like a bad guy.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""I'm not sure what that machine does.""}]"
