,Headline,url,textimage_responses
803,"Calstrs to Engage With Assault-Weapon Sellers First, Divest Last",anonymous-source/all_shooting_images_newest/10063.jpg,"[{'emotion': 'Disgust', 'intensity': '1', 'reason': ""I'd rather just not support gun sellers at all."", 'url': 'anonymous-source/all_shooting_images_newest/10063.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""divest shouldn't be last under any circumstances "", 'url': 'anonymous-source/all_shooting_images_newest/10063.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'Do not really understand the headline fully. Does it mean that they would go buy guns? the photo is menacing and arouses fear.', 'url': 'anonymous-source/all_shooting_images_newest/10063.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'I feel anger because of how many guns are being used for illegal activity yet guns still tend to be used rampantly and there have been no strides in trying to restrict gun use\r\n', 'url': 'anonymous-source/all_shooting_images_newest/10063.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I am unsure what this headline or article means or is about based on the headline and picture.', 'url': 'anonymous-source/all_shooting_images_newest/10063.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Might get me nervous if I see this for real', 'url': 'anonymous-source/all_shooting_images_newest/10063.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'I am not sure about the headline, but the photo scares me because no one person should have assault rifles.', 'url': 'anonymous-source/all_shooting_images_newest/10063.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Fear', 'url': 'anonymous-source/all_shooting_images_newest/10063.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'It seems things are turning better.', 'url': 'anonymous-source/all_shooting_images_newest/10063.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'the image of guns is unsettling', 'url': 'anonymous-source/all_shooting_images_newest/10063.jpg'}]"
804,People across the country come together to condemn gun violence Video,anonymous-source/all_shooting_images_newest/10227.jpg,"[{'emotion': 'Contentment', 'intensity': '1', 'reason': 'people recognize what an issue gun violence is and are standing together to protest it.', 'url': 'anonymous-source/all_shooting_images_newest/10227.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'it feels like change is happening', 'url': 'anonymous-source/all_shooting_images_newest/10227.jpg'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'Everyone looks hopeful and excited. They are protesting peacefully and positively.', 'url': 'anonymous-source/all_shooting_images_newest/10227.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'I feel excitement because of people who are trying to promote change when it comes to the use of guns and trying to promote more restrictions on the easy access of dangerous guns\r\n', 'url': 'anonymous-source/all_shooting_images_newest/10227.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'It is exciting to see people come together to support an important cause.', 'url': 'anonymous-source/all_shooting_images_newest/10227.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': ""don't feel anything special about this image"", 'url': 'anonymous-source/all_shooting_images_newest/10227.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'It is exciting that people are getting together to support a cause across the country. ', 'url': 'anonymous-source/all_shooting_images_newest/10227.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'Good activity.', 'url': 'anonymous-source/all_shooting_images_newest/10227.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'These people are brave and fearless to stand up and fight.', 'url': 'anonymous-source/all_shooting_images_newest/10227.jpg'}, {'emotion': 'Awe', 'intensity': '5', 'reason': 'It is heartwarming to see these people coming together to oppose gun abuse. ', 'url': 'anonymous-source/all_shooting_images_newest/10227.jpg'}]"
805,Pittsburgh Steelers to hold moment of silence to honor victims of synagogue shooting,anonymous-source/all_shooting_images_newest/100151.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'shooting related deaths are unnecessary and preventable.', 'url': 'anonymous-source/all_shooting_images_newest/100151.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': ""athlete's are using their power for good"", 'url': 'anonymous-source/all_shooting_images_newest/100151.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Direct scene of flowers at the grave with man and women holding each other evokes both sorrow and sympathy. ', 'url': 'anonymous-source/all_shooting_images_newest/100151.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel sad about the people that are killed due to gun violence especially those in school shootings that take the lives of innocent children that are put in these dangerous situations\r\n', 'url': 'anonymous-source/all_shooting_images_newest/100151.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'The imagery is sad here, and emotional. It makes me sad to see people have to mourn because of gun-violence.', 'url': 'anonymous-source/all_shooting_images_newest/100151.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""don't feel anything special about this image"", 'url': 'anonymous-source/all_shooting_images_newest/100151.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Football fans are impressionable and to have such a big team supporting this cause is important. ', 'url': 'anonymous-source/all_shooting_images_newest/100151.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""It's helpful against violence."", 'url': 'anonymous-source/all_shooting_images_newest/100151.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Feel sorry for the people who died in the shootings.', 'url': 'anonymous-source/all_shooting_images_newest/100151.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'this is another incidence of gun related tragedy', 'url': 'anonymous-source/all_shooting_images_newest/100151.jpg'}]"
807,Texas state lawmaker shares image linking gun control to the Holocaust,anonymous-source/all_shooting_images_newest/10530.jpg,"[{'emotion': 'Disgust', 'intensity': '5', 'reason': 'the fact that it is a person in power that shared this deplorable analogy is even more disgusting; they are in no way comparable.', 'url': 'anonymous-source/all_shooting_images_newest/10530.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'these two things are completely different', 'url': 'anonymous-source/all_shooting_images_newest/10530.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'Very jarring scene that juxtaposes the victims of the holocaust with supporters of gun control. Makes you think and the quote at the end makes it even sadder. Also angry that people do not learn from the past and continue to support gun use.', 'url': 'anonymous-source/all_shooting_images_newest/10530.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel sad because of the people that are killed by guns and that even though people keep dying to guns every single day, we still decide that guns should be allowed to be used by everyone, even dangerous people\r\n', 'url': 'anonymous-source/all_shooting_images_newest/10530.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ' I am disgusted. Attempting to compare those fighting for gun-rights to those fighting for human-rights in insensitive and disgusting.', 'url': 'anonymous-source/all_shooting_images_newest/10530.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""don't feel anything special about this image"", 'url': 'anonymous-source/all_shooting_images_newest/10530.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'The holocaust was not an issue of gun control and to compare it minimizes it.', 'url': 'anonymous-source/all_shooting_images_newest/10530.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Maybe they are related.', 'url': 'anonymous-source/all_shooting_images_newest/10530.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': ""So many people died because of guns, why still can't we learn from them?"", 'url': 'anonymous-source/all_shooting_images_newest/10530.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'gun control is a good thing and it is disgusting to condemn these people and compare them to holocaust', 'url': 'anonymous-source/all_shooting_images_newest/10530.jpg'}]"
812,"Democratic state gains may mean tighter gun, looser pot laws",anonymous-source/all_shooting_images_newest/110339.jpg,"[{'emotion': 'Awe', 'intensity': '3', 'reason': 'it seems like that is the way the world is trending, with the decriminalization of drugs and tighter gun control laws.', 'url': 'anonymous-source/all_shooting_images_newest/110339.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'people are starting to realize what the true problems in this world are', 'url': 'anonymous-source/all_shooting_images_newest/110339.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'Grabs attention due to pointing fingers and catchy headline. Draws the reader in.', 'url': 'anonymous-source/all_shooting_images_newest/110339.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'I feel angry at lawmakers who keep promoting the use of guns even if many people are killed by these same guns\r\n', 'url': 'anonymous-source/all_shooting_images_newest/110339.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'In my opinion tighter gun laws and looser marijuana laws are more progressive and aid in supporting violence issues.', 'url': 'anonymous-source/all_shooting_images_newest/110339.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""don't feel anything special about this image"", 'url': 'anonymous-source/all_shooting_images_newest/110339.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'Tighter gun laws and looser pot laws sound great.', 'url': 'anonymous-source/all_shooting_images_newest/110339.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The new laws may be not a good thing for guns control.', 'url': 'anonymous-source/all_shooting_images_newest/110339.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'We can do nothing but accept the situation.', 'url': 'anonymous-source/all_shooting_images_newest/110339.jpg'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'I do not have enough context but it sounds like they are supporting gun control', 'url': 'anonymous-source/all_shooting_images_newest/110339.jpg'}]"
813,Limited engagement: Top funds backed gunmaker Ruger board despite no talks,anonymous-source/all_shooting_images_newest/88.jpg,"[{'emotion': 'Anger', 'intensity': '4', 'reason': 'I do not like this topic. Image is confusing.', 'url': 'anonymous-source/all_shooting_images_newest/88.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'it seems big corporate entities really have no morals.', 'url': 'anonymous-source/all_shooting_images_newest/90093.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': ""I don't think I fully understand the headline, which makes me confused about what is going on."", 'url': 'anonymous-source/all_shooting_images_newest/88.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'nobody should be backing gunmakers', 'url': 'anonymous-source/all_shooting_images_newest/90093.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""he shouldn't be backed"", 'url': 'anonymous-source/all_shooting_images_newest/88.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': '/', 'url': 'anonymous-source/all_shooting_images_newest/88.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'Discussion is important when it comes to funding companies that make deadly weapons. ', 'url': 'anonymous-source/all_shooting_images_newest/88.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""Sad and mad but image is not compelling and reminds me of fishing poles. Feelings are less strong when the image isn't as compelling."", 'url': 'anonymous-source/all_shooting_images_newest/90093.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'I feel angry at how many guns are being used in different crimes, and some of those of which cause the death of innocent bystanders, who have never used guns\r\n', 'url': 'anonymous-source/all_shooting_images_newest/90093.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Money talks. It does not matter if the message being presented is poor if the money to fund the message is there the message will come out.', 'url': 'anonymous-source/all_shooting_images_newest/90093.jpg'}]"
816,Santa Fe High School had armed cops and active shooter drills. Yet 10 people died.,anonymous-source/all_shooting_images_newest/10160.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'a school shooting is traumatizing and unnecessary. ', 'url': 'anonymous-source/all_shooting_images_newest/10160.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""we can prepare all we want but it's no match for the real thing when it happens"", 'url': 'anonymous-source/all_shooting_images_newest/10160.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'Confused and curious about headline. Makes me want to read the article and find out more about why this keeps happening. Feeling is mild because we see so many of these headlines and are almost desensitized by them.', 'url': 'anonymous-source/all_shooting_images_newest/10160.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel very sad when I see shootings at schools that take the lives of innocent children, especially because of the fear that would be present when these mass shooters are present\r\n', 'url': 'anonymous-source/all_shooting_images_newest/10160.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'This alludes to the fact that drills can only do so much. They can prepare us and be useful but are never a guaranteed way to avoid a crisis.', 'url': 'anonymous-source/all_shooting_images_newest/10160.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""don't feel anything special about this image"", 'url': 'anonymous-source/all_shooting_images_newest/10160.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Armed cops do not help, gun reform does.', 'url': 'anonymous-source/all_shooting_images_newest/10160.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Sorry about that.', 'url': 'anonymous-source/all_shooting_images_newest/10160.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': '10 people died. 10 families broken.', 'url': 'anonymous-source/all_shooting_images_newest/10160.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'even with the presence of the police we still have so many people died because of guns. How many more lives need to be lost before the government actually do something', 'url': 'anonymous-source/all_shooting_images_newest/10160.jpg'}]"
818,The CMA Awards open with a moment of silence for the 12 people killed in Thousand Oaks shooting,anonymous-source/all_shooting_images_newest/110439.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'it is sad simply because people died.', 'url': 'anonymous-source/all_shooting_images_newest/110439.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'people are honoring and respecting the lives lost', 'url': 'anonymous-source/all_shooting_images_newest/110439.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'Picture does not match the headline which makes me feel strange. The headline is a hugely serious issue yet the photo almost trivializes the issue.', 'url': 'anonymous-source/all_shooting_images_newest/110439.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'I feel disgust at people that do not care about how many people who have died due to guns and sometimes even promote the use of these guns because they were never affected by it', 'url': 'anonymous-source/all_shooting_images_newest/110439.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'The Thousand Oaks shooting happened very close to my hometown and evokes feelings of sadness.', 'url': 'anonymous-source/all_shooting_images_newest/110439.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""don't feel anything special about this image"", 'url': 'anonymous-source/all_shooting_images_newest/110439.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'It is inspiring that an award show would take the time for these survivors.', 'url': 'anonymous-source/all_shooting_images_newest/110439.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Reasonable.', 'url': 'anonymous-source/all_shooting_images_newest/110439.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Hope they rest in peace.', 'url': 'anonymous-source/all_shooting_images_newest/110439.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'lives were lost due to gun violence. What we need is not moment of silence after the tragedies, we need actions', 'url': 'anonymous-source/all_shooting_images_newest/110439.jpg'}]"
821,"Guns, Crime and Freedom': The NRA Book That Turned a Young Stephen Miller Into a Conservative",anonymous-source/all_shooting_images_newest/169.jpg,"[{'emotion': 'Disgust', 'intensity': '4', 'reason': 'the title makes me feel weird since it does not align with my views.', 'url': 'anonymous-source/all_shooting_images_newest/169.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'use of guns should be regarded', 'url': 'anonymous-source/all_shooting_images_newest/169.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'The influence the NRA can have on an individual ', 'url': 'anonymous-source/all_shooting_images_newest/169.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'I would assume the person to be liberal but changed with a NRA playbook', 'url': 'anonymous-source/all_shooting_images_newest/169.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Stop Gun violence', 'url': 'anonymous-source/all_shooting_images_newest/169.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'of how effective NRA propaganda can be, and how people who feed into it can get to positions of such high power.', 'url': 'anonymous-source/all_shooting_images_newest/169.jpg'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'people in power are showing they are aware of gun violence.', 'url': 'anonymous-source/all_shooting_images_newest/169.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'It is definitely scary to see what Stephen Miller has done.', 'url': 'anonymous-source/all_shooting_images_newest/169.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Being a conservative isn't necessarily a bad thing but the article is putting the NRA and conservatives together which is a bit sad."", 'url': 'anonymous-source/all_shooting_images_newest/169.jpg'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'I do not know who this person is', 'url': 'anonymous-source/all_shooting_images_newest/169.jpg'}]"
822,"Republican Governor Blames Mass Shootings On Zombies, Abortions, US 'Culture of Death' Not Guns",anonymous-source/all_shooting_images_newest/110152.jpg,"[{'emotion': 'Amusement', 'intensity': '3', 'reason': ""I don't understand how this is connected. I would want to read more."", 'url': 'anonymous-source/all_shooting_images_newest/110152.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'guns should be prohibited', 'url': 'anonymous-source/all_shooting_images_newest/110152.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'Excuses that are invalid just not to blame guns', 'url': 'anonymous-source/all_shooting_images_newest/110152.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'the highly inappropriate comment that the governor said. ', 'url': 'anonymous-source/all_shooting_images_newest/110152.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'If you try to limit the gun supply, there wont be such events', 'url': 'anonymous-source/all_shooting_images_newest/110152.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'the governor is so out of reality that he is blaming completely different issues on the shootings and not getting to the root cause, the gun problem.', 'url': 'anonymous-source/all_shooting_images_newest/110152.jpg'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'people in power are showing they are aware of gun violence.', 'url': 'anonymous-source/all_shooting_images_newest/110152.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'This is just nonsense for a person that is high-up like the governor to make such excuse.', 'url': 'anonymous-source/all_shooting_images_newest/110152.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""A person like this shouldn't be a governor."", 'url': 'anonymous-source/all_shooting_images_newest/110152.jpg'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'I do not know who this person is', 'url': 'anonymous-source/all_shooting_images_newest/110152.jpg'}]"
829,BlackRock and Vanguard fought for gun changes yet rubber stamped Sturm Ruger's board,anonymous-source/all_shooting_images_newest/163.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': ""I don't understand the title."", 'url': 'anonymous-source/all_shooting_images_newest/163.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'i feel sad.', 'url': 'anonymous-source/all_shooting_images_newest/163.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Blackrock and Vanguard tried', 'url': 'anonymous-source/all_shooting_images_newest/163.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'did not understand', 'url': 'anonymous-source/all_shooting_images_newest/163.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'NO more gun please', 'url': 'anonymous-source/all_shooting_images_newest/163.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'BlackRock and Vanguard fought for gun changes but still sided with Ruger, which shows how they are pretty hypocritical.', 'url': 'anonymous-source/all_shooting_images_newest/163.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'I do not know whether those guns are real or not.', 'url': 'anonymous-source/all_shooting_images_newest/163.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'It is great to see more stands against arm bearing.', 'url': 'anonymous-source/all_shooting_images_newest/163.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""I don't know what blackrock is."", 'url': 'anonymous-source/all_shooting_images_newest/163.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'I do not know if these guns are real/for sale.', 'url': 'anonymous-source/all_shooting_images_newest/163.jpg'}]"
831,"Gun control, teacher groups threaten legal action against DeVos gun funding proposal",anonymous-source/all_shooting_images_newest/183.jpg,"[{'emotion': 'Excitement', 'intensity': '4', 'reason': 'I am interested in the topic and want to read more.', 'url': 'anonymous-source/all_shooting_images_newest/183.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'gun should be prohibited.', 'url': 'anonymous-source/all_shooting_images_newest/183.jpg'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'Teachers are taking a stand against a large corporation ', 'url': 'anonymous-source/all_shooting_images_newest/183.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'teachers taking action for their students', 'url': 'anonymous-source/all_shooting_images_newest/183.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'Gun control is benefical', 'url': 'anonymous-source/all_shooting_images_newest/183.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'DeVos has a proposal to fund guns, which has to be fought now.', 'url': 'anonymous-source/all_shooting_images_newest/183.jpg'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'people are showing they are aware of gun violence.', 'url': 'anonymous-source/all_shooting_images_newest/183.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""I don't understand the point of this proposal."", 'url': 'anonymous-source/all_shooting_images_newest/183.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'This is the correct response in my opinion.', 'url': 'anonymous-source/all_shooting_images_newest/183.jpg'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'I do not know who this person is.', 'url': 'anonymous-source/all_shooting_images_newest/183.jpg'}]"
834,N.Y. governor says schools should drop any punishment given to kids who joined gun violence protests,anonymous-source/all_shooting_images_newest/10204.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'I like the title and find interest in this.', 'url': 'anonymous-source/all_shooting_images_newest/10204.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'i agree with this', 'url': 'anonymous-source/all_shooting_images_newest/10204.jpg'}, {'emotion': 'Amusement', 'intensity': '5', 'reason': 'Freedom of speech', 'url': 'anonymous-source/all_shooting_images_newest/10204.jpg'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': ""schools should not punish kids for taking actions adults' are not doing"", 'url': 'anonymous-source/all_shooting_images_newest/10204.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'This could be a way to let kids join gun violence protest in the future. They will know more about gun violence', 'url': 'anonymous-source/all_shooting_images_newest/10204.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'the governor is supporting the protests by letting kids do it without facing serious punishments, which should help encourage more protests and move the issue forward.', 'url': 'anonymous-source/all_shooting_images_newest/10204.jpg'}, {'emotion': 'Disgust', 'intensity': '1', 'reason': 'I assume people are evacuating the school due to some gun incident.', 'url': 'anonymous-source/all_shooting_images_newest/10204.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I agree with the fact that students should take stands on these political issues, but at the same time they should also be obeying rules in school.', 'url': 'anonymous-source/all_shooting_images_newest/10204.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I can't say that the kids should be able to do this protest instead of doing their work but they shouldn't be penalized for it either."", 'url': 'anonymous-source/all_shooting_images_newest/10204.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'I assume they were forcefully taken out of the building due to a shooting', 'url': 'anonymous-source/all_shooting_images_newest/10204.jpg'}]"
843,Why Was the State Department Ever Involved With the Debate Over 3D-Printed Guns?,anonymous-source/all_shooting_images_newest/352.jpg,"[{'emotion': 'Fear', 'intensity': '5', 'reason': 'the image of the gun takes my attention away from the involvement of the State Department', 'url': 'anonymous-source/all_shooting_images_newest/352.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The State Department does wield more power than it should.', 'url': 'anonymous-source/all_shooting_images_newest/352.jpg'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'not sure what that means but 3D printing guns is scary', 'url': 'anonymous-source/all_shooting_images_newest/352.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'scared to see that people are making guns and the the government is involved in it ', 'url': 'anonymous-source/all_shooting_images_newest/352.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'N/A', 'url': 'anonymous-source/all_shooting_images_newest/352.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'it means there is a possibility that 3D printing guns will not be allowed. ', 'url': 'anonymous-source/all_shooting_images_newest/352.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'N/A', 'url': 'anonymous-source/all_shooting_images_newest/352.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Sounds Neutral', 'url': 'anonymous-source/all_shooting_images_newest/352.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'guns are scary ', 'url': 'anonymous-source/all_shooting_images_newest/352.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'this is clearly a very dangerous thing.', 'url': 'anonymous-source/all_shooting_images_newest/352.jpg'}]"
858,Mom with 'gut feeling' stops school shooter before planned attack,anonymous-source/all_shooting_images_newest/100374.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'Although the children were safe, it is upsetting that that is something they need to be worried about ', 'url': 'anonymous-source/all_shooting_images_newest/100374.jpg'}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'Good for her!', 'url': 'anonymous-source/all_shooting_images_newest/100374.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'thats super amazing', 'url': 'anonymous-source/all_shooting_images_newest/100374.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'I am amazed that she had this instinct and am happy to hear that she did something to stop it ', 'url': 'anonymous-source/all_shooting_images_newest/100374.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'N/A', 'url': 'anonymous-source/all_shooting_images_newest/100374.jpg'}, {'emotion': 'Awe', 'intensity': '5', 'reason': 'this mom stopped a situation from escalating and potentially resulting in victims. ', 'url': 'anonymous-source/all_shooting_images_newest/100374.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'N/A', 'url': 'anonymous-source/all_shooting_images_newest/100374.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Sounds Neutral', 'url': 'anonymous-source/all_shooting_images_newest/100374.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'they look very happy now all thanks to the mother', 'url': 'anonymous-source/all_shooting_images_newest/100374.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'I want to know more about this scenario.', 'url': 'anonymous-source/all_shooting_images_newest/100374.jpg'}]"
